iso_a3,name_long,var,year,value
VUT,Vanuatu,gcp,NA,15541519
VUT,Vanuatu,pop,1990,3816996867
VUT,Vanuatu,pop,1995,4362875444
VUT,Vanuatu,pop,2000,4760252857
VUT,Vanuatu,pop,2005,5343702505
YEM,Yemen,gcp,1990,125325252.980427
YEM,Yemen,gcp,1995,166049379.4980832
YEM,Yemen,gcp,2000,146393888.74
YEM,Yemen,gcp,2005,235214491.28
YEM,Yemen,gcp,NA,532726035.545
YEM,Yemen,pop,1990,2922581403.591837
YEM,Yemen,pop,1995,3715052008.265306
YEM,Yemen,pop,2000,3907211278.6938777
YEM,Yemen,pop,2005,4635854440.163265
ZAF,South Africa,gcp,1990,271496648.35533935
ZAF,South Africa,gcp,1995,283396692.24935806
ZAF,South Africa,gcp,2000,348387826.5342304
ZAF,South Africa,gcp,2005,391910543.5974655
ZAF,South Africa,gcp,NA,752196250.7841277
ZAF,South Africa,pop,1990,3284529697.892617
ZAF,South Africa,pop,1995,3481698699.6845636
ZAF,South Africa,pop,2000,3700400844.4026847
ZAF,South Africa,pop,2005,3951618177.1006713
ZMB,Zambia,gcp,1990,56437872.2262711
ZMB,Zambia,gcp,1995,50972411.52026934
ZMB,Zambia,gcp,2000,48094571.66696132
ZMB,Zambia,gcp,2005,63905591.47700428
ZMB,Zambia,gcp,NA,127799086.67809176
ZMB,Zambia,pop,1990,3957845944.7802196
ZMB,Zambia,pop,1995,3884323599.230769
ZMB,Zambia,pop,2000,4096269915.967033
ZMB,Zambia,pop,2005,4178461590.835165
ZWE,Zimbabwe,gcp,1990,145408084.2590355
ZWE,Zimbabwe,gcp,1995,156769827.28969735
ZWE,Zimbabwe,gcp,2000,126855622.80451511
ZWE,Zimbabwe,gcp,2005,119718525.93031204
ZWE,Zimbabwe,gcp,NA,47401804.6464667
ZWE,Zimbabwe,pop,1990,3495695175.5306125
ZWE,Zimbabwe,pop,1995,3248244672
ZWE,Zimbabwe,pop,2000,3107143135.2040815
ZWE,Zimbabwe,pop,2005,2863344992
