iso_a3,name_long,var,year,value
MKD,North Macedonia,gcp,2000,710596327.8571428
MKD,North Macedonia,gcp,2005,708897722.6
MKD,North Macedonia,gcp,NA,2605808040.5416665
MKD,North Macedonia,pop,1990,4700135467
MKD,North Macedonia,pop,1995,4804535416.714286
MKD,North Macedonia,pop,2000,4124657498.714286
MKD,North Macedonia,pop,2005,4910919787.714286
MLI,Mali,gcp,1990,11182061.836745916
MLI,Mali,gcp,1995,12588433.0847565
MLI,Mali,gcp,2000,16177414.787581135
MLI,Mali,gcp,2005,23774401.25927863
MLI,Mali,gcp,NA,48041795.83304338
MLI,Mali,pop,1990,3147827399.05
MLI,Mali,pop,1995,3312764846.392857
MLI,Mali,pop,2000,3534863373.2714286
MLI,Mali,pop,2005,3764707500.9785714
MMR,Myanmar,gcp,1990,100770200.05939855
MMR,Myanmar,gcp,1995,195252646.4814815
MMR,Myanmar,gcp,2000,214284841.8888889
MMR,Myanmar,gcp,2005,337413940.8148148
MMR,Myanmar,gcp,NA,353916670.89492756
MMR,Myanmar,pop,1990,3325932846.746988
MMR,Myanmar,pop,1995,3246815710.9759035
MMR,Myanmar,pop,2000,3241551945.9036145
MMR,Myanmar,pop,2005,3083132663.626506
MNE,Montenegro,gcp,1990,649797453.6666666
MNE,Montenegro,gcp,1995,52488598
MNE,Montenegro,gcp,2000,470265261.6666667
MNE,Montenegro,gcp,2005,242603476
MNE,Montenegro,gcp,NA,2324877454.5
MNE,Montenegro,pop,1990,4184548669.3333335
MNE,Montenegro,pop,1995,7108611263.666667
MNE,Montenegro,pop,2000,4151754795
MNE,Montenegro,pop,2005,4124162332
MNG,Mongolia,gcp,1990,5996792.076672013
MNG,Mongolia,gcp,1995,5740635.747408592
MNG,Mongolia,gcp,2000,6514588.53716805
MNG,Mongolia,gcp,2005,8793829.72414832
MNG,Mongolia,gcp,NA,27381489.452074572
MNG,Mongolia,pop,1990,3945960998.285714
MNG,Mongolia,pop,1995,4175862255.9537816
MNG,Mongolia,pop,2000,4134081346.2058825
MNG,Mongolia,pop,2005,3805374530.1218486
MOZ,Mozambique,gcp,1990,27210399.74023659
MOZ,Mozambique,gcp,1995,28005458.86720813
MOZ,Mozambique,gcp,2000,37928780.23562407
MOZ,Mozambique,gcp,2005,60273001.73622176
MOZ,Mozambique,gcp,NA,96770372.37043478
MOZ,Mozambique,pop,1990,3444306085
MOZ,Mozambique,pop,1995,3622933594.89011
MOZ,Mozambique,pop,2000,3504359801.197802
MOZ,Mozambique,pop,2005,3112003034.802198
MRT,Mauritania,gcp,1990,3813395.542266721
MRT,Mauritania,gcp,1995,6583721.082233054
MRT,Mauritania,gcp,2000,6605809.192973009
MRT,Mauritania,gcp,2005,8586016.338913387
MRT,Mauritania,gcp,NA,23635189.849178784
MRT,Mauritania,pop,1990,3909072265.4324327
MRT,Mauritania,pop,1995,3823172490.918919
MRT,Mauritania,pop,2000,3408132197.36036
MRT,Mauritania,pop,2005,4205612841.0540543
MWI,Malawi,gcp,1990,42514447.47692904
MWI,Malawi,gcp,1995,58202628.334054016
MWI,Malawi,gcp,2000,66478129.52471319
MWI,Malawi,gcp,2005,77016933.95358041
MWI,Malawi,gcp,NA,205700250.40645057
MWI,Malawi,pop,1990,2933112962.1904764
MWI,Malawi,pop,1995,3100651819.095238
MWI,Malawi,pop,2000,3349051237.1904764
MWI,Malawi,pop,2005,2453067891
MYS,Malaysia,gcp,1990,615145586.9919227
MYS,Malaysia,gcp,1995,891056113.0088218
MYS,Malaysia,gcp,2000,984728323.8932403
MYS,Malaysia,gcp,2005,1182955450.878788
MYS,Malaysia,gcp,NA,1581278805.7121212
MYS,Malaysia,pop,1990,3421974822.848485
MYS,Malaysia,pop,1995,3136705012.3636365
MYS,Malaysia,pop,2000,3270113420.757576
MYS,Malaysia,pop,2005,3260530279.4242425
NAM,Namibia,gcp,1990,25918545.138777032
NAM,Namibia,gcp,1995,35499590.10911675
NAM,Namibia,gcp,2000,42777834.38657753
NAM,Namibia,gcp,2005,55284830.56575695
NAM,Namibia,gcp,NA,79478771.29253927
NAM,Namibia,pop,1990,3381642534.597826
NAM,Namibia,pop,1995,4057725586.4565215
NAM,Namibia,pop,2000,3801239582.978261
NAM,Namibia,pop,2005,3623069801.0869565
NCL,New Caledonia,gcp,1990,64800287
NCL,New Caledonia,gcp,1995,7601779
NCL,New Caledonia,gcp,2000,79063241
NCL,New Caledonia,gcp,NA,40223817
NCL,New Caledonia,pop,1990,4158265881
NCL,New Caledonia,pop,1995,4864182034
NCL,New Caledonia,pop,2000,5469759507
NCL,New Caledonia,pop,2005,6120691234
NER,Niger,gcp,1990,8685356.878193937
NER,Niger,gcp,1995,10808731.465411695
NER,Niger,gcp,2000,12585841.084252086
NER,Niger,gcp,2005,13235958.776485851
NER,Niger,gcp,NA,38298303.76496248
NER,Niger,pop,1990,2575406206.2109375
NER,Niger,pop,1995,3314222067.9609375
NER,Niger,pop,2000,3582912476.3515625
NER,Niger,pop,2005,4085505534.671875
NGA,Nigeria,gcp,1990,151595022.87800804
NGA,Nigeria,gcp,1995,196222874.3389989
NGA,Nigeria,gcp,2000,235482699.30007833
NGA,Nigeria,gcp,2005,347765613.3787832
NGA,Nigeria,gcp,NA,1094368957.987745
NGA,Nigeria,pop,1990,3561736502.352941
NGA,Nigeria,pop,1995,3432959520.901961
NGA,Nigeria,pop,2000,3862339608.0588236
NGA,Nigeria,pop,2005,3716091876.617647
NIC,Nicaragua,gcp,1990,98630559.625
NIC,Nicaragua,gcp,1995,90655423.8125
NIC,Nicaragua,gcp,2000,134166116
NIC,Nicaragua,gcp,2005,128487177.375
NIC,Nicaragua,gcp,NA,254414272.484375
NIC,Nicaragua,pop,1990,3040142827.9375
NIC,Nicaragua,pop,1995,3429282067.625
NIC,Nicaragua,pop,2000,3556406433.5
NIC,Nicaragua,pop,2005,3674416964.1875
NLD,Netherlands,gcp,1990,2033478459.5714285
NLD,Netherlands,gcp,1995,2261820637.857143
NLD,Netherlands,gcp,2000,1809883800.4285715
NLD,Netherlands,gcp,2005,2396923011
NLD,Netherlands,gcp,NA,2708771015.142857
NLD,Netherlands,pop,1990,4439812580.714286
NLD,Netherlands,pop,1995,3636117569.285714
NLD,Netherlands,pop,2000,3724271021.857143
NLD,Netherlands,pop,2005,4563020185
NPL,Nepal,gcp,1990,72200200.96428572
NPL,Nepal,gcp,1995,92804333
NPL,Nepal,gcp,2000,117310980.71428572
NPL,Nepal,gcp,2005,96245684.64285715
NPL,Nepal,gcp,NA,336937193.3214286
NPL,Nepal,pop,1990,4041793451.464286
NPL,Nepal,pop,1995,3190226175.928571
NPL,Nepal,pop,2000,3375593870.25
NPL,Nepal,pop,2005,3528005166.214286
NZL,New Zealand,gcp,1990,696243450.34375
NZL,New Zealand,gcp,1995,684782194.75
NZL,New Zealand,gcp,2000,895389803.90625
NZL,New Zealand,gcp,2005,928421184
NZL,New Zealand,gcp,NA,1140660154.5078125
NZL,New Zealand,pop,1990,3762009222.46875
NZL,New Zealand,pop,1995,3683677142.78125
NZL,New Zealand,pop,2000,3592709041.6875
NZL,New Zealand,pop,2005,3201492991.90625
OMN,Oman,gcp,1990,314648833.57575756
OMN,Oman,gcp,1995,578808708.030303
OMN,Oman,gcp,2000,683542173.2121212
OMN,Oman,gcp,2005,770553935.8787879
OMN,Oman,gcp,NA,810210126.5954199
OMN,Oman,pop,1990,4347876452.636364
OMN,Oman,pop,1995,3923764221.3333335
OMN,Oman,pop,2000,3904367796.6060605
OMN,Oman,pop,2005,3900911066.787879
PAK,Pakistan,gcp,1990,379228013.5
PAK,Pakistan,gcp,1995,588015486.0098039
PAK,Pakistan,gcp,2000,732226722.382353
PAK,Pakistan,gcp,2005,829735610.4117647
PAK,Pakistan,gcp,NA,1551641537.1161137
PAK,Pakistan,pop,1990,2635847530.336207
PAK,Pakistan,pop,1995,2815778102.6551723
PAK,Pakistan,pop,2000,2740742283.1810346
PAK,Pakistan,pop,2005,2801766185.0172415
PAN,Panama,gcp,1990,260901938
PAN,Panama,gcp,1995,992937859.1666666
PAN,Panama,gcp,2000,1233132149.8333333
PAN,Panama,gcp,2005,1486268449.3333333
PAN,Panama,gcp,NA,1556621046.4583333
PAN,Panama,pop,1990,4061300280
PAN,Panama,pop,1995,2551631861
PAN,Panama,pop,2000,2854343084.8333335
PAN,Panama,pop,2005,1603842065.3333333
PER,Peru,gcp,1990,100242788.11191669
PER,Peru,gcp,1995,109087256.60115765
PER,Peru,gcp,2000,165708690.0779698
PER,Peru,gcp,2005,203653523.13983366
PER,Peru,gcp,NA,343302523.92512596
PER,Peru,pop,1990,3415724342.5231786
PER,Peru,pop,1995,3344322808.7549667
PER,Peru,pop,2000,3616690538.986755
PER,Peru,pop,2005,3539809898.086093
PHL,Philippines,gcp,1990,538232987.4666667
PHL,Philippines,gcp,1995,647651260.5
PHL,Philippines,gcp,2000,841344858.6
PHL,Philippines,gcp,2005,1062159778.5333333
PHL,Philippines,gcp,NA,1519191736
PHL,Philippines,pop,1990,3862228373.9
PHL,Philippines,pop,1995,2830913250.5666666
PHL,Philippines,pop,2000,2951955182.133333
PHL,Philippines,pop,2005,3078925298.866667
PNG,Papua New Guinea,gcp,1990,36570706.79292818
PNG,Papua New Guinea,gcp,1995,52615873.50248273
PNG,Papua New Guinea,gcp,2000,58728318.72322909
PNG,Papua New Guinea,gcp,2005,66173347.20589841
PNG,Papua New Guinea,gcp,NA,143427259.19996357
PNG,Papua New Guinea,pop,1990,3847120756.5227275
PNG,Papua New Guinea,pop,1995,3746213557.931818
PNG,Papua New Guinea,pop,2000,3678543612.8636365
PNG,Papua New Guinea,pop,2005,3302056730.5
POL,Poland,gcp,1990,1713069570.3584905
POL,Poland,gcp,1995,1723604680.490566
POL,Poland,gcp,2000,1806970946.6037736
POL,Poland,gcp,2005,1940189067.962264
POL,Poland,gcp,NA,2854550632.2216983
POL,Poland,pop,1990,3207685104.3584905
POL,Poland,pop,1995,3167582995.4528303
POL,Poland,pop,2000,3418194062.716981
POL,Poland,pop,2005,3427706971.4339623
PRI,Puerto Rico,gcp,1990,5750497317.5
PRI,Puerto Rico,gcp,1995,2446646918.5
PRI,Puerto Rico,gcp,2000,2993103584.5
PRI,Puerto Rico,gcp,NA,5750496674
PRI,Puerto Rico,pop,1990,3458099107
PRI,Puerto Rico,pop,1995,3627984839.6666665
PRI,Puerto Rico,pop,2000,1687427935.3333333
PRI,Puerto Rico,pop,2005,3931581481
PRK,Dem. Rep. Korea,gcp,1990,497710412.31578946
PRK,Dem. Rep. Korea,gcp,1995,58061224.625
PRK,Dem. Rep. Korea,gcp,2000,75459340.875
PRK,Dem. Rep. Korea,gcp,2005,138466653.5
PRK,Dem. Rep. Korea,gcp,NA,346846932.46511626
PRK,Dem. Rep. Korea,pop,1990,3468326539.631579
PRK,Dem. Rep. Korea,pop,1995,3820502592.9473686
PRK,Dem. Rep. Korea,pop,2000,3315117783.368421
PRK,Dem. Rep. Korea,pop,2005,4023241291.4736843
PRT,Portugal,gcp,1990,395956959.46153843
PRT,Portugal,gcp,1995,1366022247.3846154
PRT,Portugal,gcp,2000,1549839013.7692308
PRT,Portugal,gcp,2005,1763333772.9230769
PRT,Portugal,gcp,NA,1655998611.4038463
PRT,Portugal,pop,1990,2926608640.4615383
PRT,Portugal,pop,1995,3755828797.923077
PRT,Portugal,pop,2000,3316608959.3846154
PRT,Portugal,pop,2005,3534506347.3846154
PRY,Paraguay,gcp,1990,99383913.15366101
PRY,Paraguay,gcp,1995,129024595.59184752
PRY,Paraguay,gcp,2000,136614502.7078292
PRY,Paraguay,gcp,2005,153742519.34000137
PRY,Paraguay,gcp,NA,285557789.9782442
PRY,Paraguay,pop,1990,3924485464.614035
PRY,Paraguay,pop,1995,3705842948.0350876
PRY,Paraguay,pop,2000,4185233716.982456
PRY,Paraguay,pop,2005,3656448826.8245616
PSE,Palestine,gcp,1990,917767705.5
PSE,Palestine,gcp,1995,987739700.25
PSE,Palestine,gcp,2000,1886318595
PSE,Palestine,gcp,2005,2506256214.6666665
PSE,Palestine,gcp,NA,2402078274.6666665
PSE,Palestine,pop,1990,2952617780.5
PSE,Palestine,pop,1995,2668772310.25
PSE,Palestine,pop,2000,1253207478
PSE,Palestine,pop,2005,3297613012.5
QAT,Qatar,gcp,1990,1043295572
QAT,Qatar,gcp,1995,1130771449
QAT,Qatar,gcp,2000,1944532258
QAT,Qatar,gcp,2005,2858510003
QAT,Qatar,gcp,NA,1960299957
QAT,Qatar,pop,1990,4445952792
QAT,Qatar,pop,1995,5004903631
QAT,Qatar,pop,2000,5876817345
QAT,Qatar,pop,2005,7595182665
ROU,Romania,gcp,1990,752193266.9375
ROU,Romania,gcp,1995,609599829.8125
ROU,Romania,gcp,2000,719602551.9166666
ROU,Romania,gcp,2005,806844653
ROU,Romania,gcp,NA,2625456098.9427085
ROU,Romania,pop,1990,3654016807.9166665
ROU,Romania,pop,1995,3741163817.375
ROU,Romania,pop,2000,4094023290.375
ROU,Romania,pop,2005,4012768478.7916665
RUS,Russian Federation,gcp,1990,97561821.11526224
RUS,Russian Federation,gcp,1995,66871381.094528265
RUS,Russian Federation,gcp,2000,66122817.886283524
RUS,Russian Federation,gcp,2005,82734662.31009436
RUS,Russian Federation,gcp,NA,290641777.69850624
RUS,Russian Federation,pop,1990,3839308372.272666
RUS,Russian Federation,pop,1995,3774399869.354533
RUS,Russian Federation,pop,2000,3660023956.6633964
RUS,Russian Federation,pop,2005,3579073796.428958
RWA,Rwanda,gcp,1990,140978279.66666666
RWA,Rwanda,gcp,1995,121431675.66666667
RWA,Rwanda,gcp,2000,163412533.66666666
RWA,Rwanda,gcp,2005,217965492.33333334
RWA,Rwanda,gcp,NA,392389110.9166667
RWA,Rwanda,pop,1990,1178067925
RWA,Rwanda,pop,1995,2142949683
RWA,Rwanda,pop,2000,1933251943.3333333
RWA,Rwanda,pop,2005,2687808437.3333335
SAU,Saudi Arabia,gcp,1990,544369584.3315326
SAU,Saudi Arabia,gcp,1995,541237130.419192
SAU,Saudi Arabia,gcp,2000,668822665.4832536
SAU,Saudi Arabia,gcp,2005,807870339.6868687
SAU,Saudi Arabia,gcp,NA,1321035775.6251588
SAU,Saudi Arabia,pop,1990,3442966645.971292
SAU,Saudi Arabia,pop,1995,3717044482.028708
SAU,Saudi Arabia,pop,2000,3484704441.4210525
SAU,Saudi Arabia,pop,2005,3759732437.047847
SDN,Sudan,gcp,1990,40839278.012608424
SDN,Sudan,gcp,1995,52475550.84498497
SDN,Sudan,gcp,2000,67297566.04980315
SDN,Sudan,gcp,2005,89120939.9945866
SDN,Sudan,gcp,NA,174347305.27121213
SDN,Sudan,pop,1990,2823245252.539394
SDN,Sudan,pop,1995,2769566731.957576
SDN,Sudan,pop,2000,3005875424.4969697
SDN,Sudan,pop,2005,2892230473.2363634
SEN,Senegal,gcp,1990,51085585.45389621
SEN,Senegal,gcp,1995,64505344.287955865
SEN,Senegal,gcp,2000,71592077.13480966
SEN,Senegal,gcp,2005,94019872.79306449
SEN,Senegal,gcp,NA,167197508.25862068
SEN,Senegal,pop,1990,2891791572
SEN,Senegal,pop,1995,3145019400.551724
SEN,Senegal,pop,2000,2941021693.3103447
SEN,Senegal,pop,2005,3511312175.3103447
SLB,Solomon Islands,gcp,1990,4501346
SLB,Solomon Islands,gcp,1995,2926720.5
SLB,Solomon Islands,gcp,2000,5906968.5
SLB,Solomon Islands,gcp,2005,6099694.25
SLB,Solomon Islands,gcp,NA,9121216
SLB,Solomon Islands,pop,1990,4658101232.25
SLB,Solomon Islands,pop,1995,2522631817.5
SLB,Solomon Islands,pop,2000,3570382927
SLB,Solomon Islands,pop,2005,3788872298.5
SLE,Sierra Leone,gcp,1990,57681194.3
SLE,Sierra Leone,gcp,1995,59767651.1
SLE,Sierra Leone,gcp,2000,55547733.4
SLE,Sierra Leone,gcp,2005,66034649.3
SLE,Sierra Leone,gcp,NA,145024590.43589744
SLE,Sierra Leone,pop,1990,3839683299.1
SLE,Sierra Leone,pop,1995,3087791749.2
SLE,Sierra Leone,pop,2000,3499900300.3
SLE,Sierra Leone,pop,2005,3014848271.8
SLV,El Salvador,gcp,1990,402332515.5
SLV,El Salvador,gcp,1995,485307117.5
SLV,El Salvador,gcp,2000,133442423
SLV,El Salvador,gcp,2005,697640973.5
SLV,El Salvador,gcp,NA,1128880719.25
SLV,El Salvador,pop,1990,6073667533.5
SLV,El Salvador,pop,1995,6610351542
SLV,El Salvador,pop,2000,7149714470.5
SLV,El Salvador,pop,2005,4409346587
SOM,Somalia,gcp,1990,36002404.30119247
SOM,Somalia,gcp,1995,1923020.1302833555
SOM,Somalia,gcp,2000,1713923.2009648667
SOM,Somalia,gcp,2005,1414367.6290934777
SOM,Somalia,gcp,NA,35943134.08105352
SOM,Somalia,pop,1990,4453969085.770833
SOM,Somalia,pop,1995,4206578645.1458335
SOM,Somalia,pop,2000,3847861144.875
SOM,Somalia,pop,2005,4454377576.666667
SRB,Serbia,gcp,1990,542810948.0625
SRB,Serbia,gcp,1995,552526589.4444444
SRB,Serbia,gcp,2000,470538237.125
SRB,Serbia,gcp,2005,704741210.2222222
SRB,Serbia,gcp,NA,2035867022.12
SRB,Serbia,pop,1990,4537193524.3125
SRB,Serbia,pop,1995,4495131863.25
SRB,Serbia,pop,2000,4437967210.0625
SRB,Serbia,pop,2005,4646320047.125
SSD,South Sudan,gcp,1990,15375458.035868673
SSD,South Sudan,gcp,1995,16931054.822450344
SSD,South Sudan,gcp,2000,22957976.869157884
SSD,South Sudan,gcp,2005,33800716.67562315
SSD,South Sudan,gcp,NA,68725286.03341839
SSD,South Sudan,pop,1990,3109518905.5737705
SSD,South Sudan,pop,1995,3161229044.2131147
SSD,South Sudan,pop,2000,3063998649.442623
SSD,South Sudan,pop,2005,2820247232.852459
SUR,Suriname,gcp,1990,71798360.07692307
SUR,Suriname,gcp,1995,20260640
SUR,Suriname,gcp,2000,77384595
SUR,Suriname,gcp,2005,100442944.84615384
SUR,Suriname,gcp,NA,175624299.26923078
SUR,Suriname,pop,1990,2581001313.5625
SUR,Suriname,pop,1995,2109712062.625
SUR,Suriname,pop,2000,2116987246
SUR,Suriname,pop,2005,2002721845.75
SVK,Slovakia,gcp,1990,1891691441.2142856
SVK,Slovakia,gcp,1995,1713636102.642857
SVK,Slovakia,gcp,2000,2163225781.142857
SVK,Slovakia,gcp,2005,2655634728.285714
SVK,Slovakia,gcp,NA,2821762325.053571
SVK,Slovakia,pop,1990,4173314771.857143
SVK,Slovakia,pop,1995,3851132915.928571
SVK,Slovakia,pop,2000,4340842877.142858
SVK,Slovakia,pop,2005,3452465162.357143
SVN,Slovenia,gcp,1990,5247898900.2
SVN,Slovenia,gcp,1995,4393402575.4
SVN,Slovenia,gcp,2000,4797008259.8
SVN,Slovenia,gcp,2005,5665776191.2
SVN,Slovenia,gcp,NA,3744030601.85
SVN,Slovenia,pop,1990,2583542491.2
SVN,Slovenia,pop,1995,3837264245.4
SVN,Slovenia,pop,2000,5402014811.8
SVN,Slovenia,pop,2005,5418451478
SWE,Sweden,gcp,1990,1081958617.031579
SWE,Sweden,gcp,1995,1063124562.0315789
SWE,Sweden,gcp,2000,1182750943.1263158
SWE,Sweden,gcp,2005,1327193034.6
SWE,Sweden,gcp,NA,1094923137.5
SWE,Sweden,pop,1990,3423813748.021053
SWE,Sweden,pop,1995,3225239545.326316
SWE,Sweden,pop,2000,3355370104.926316
SWE,Sweden,pop,2005,3493305532.4526315
SWZ,Kingdom of eSwatini,gcp,1990,91099484.152962
SWZ,Kingdom of eSwatini,gcp,1995,268110222.2
SWZ,Kingdom of eSwatini,gcp,2000,366853397.4
SWZ,Kingdom of eSwatini,gcp,2005,489052529.4
SWZ,Kingdom of eSwatini,gcp,NA,763141070.45
SWZ,Kingdom of eSwatini,pop,1990,4435226312.6
SWZ,Kingdom of eSwatini,pop,1995,2237871812.4
SWZ,Kingdom of eSwatini,pop,2000,3626260463.4
SWZ,Kingdom of eSwatini,pop,2005,4714283584.4
SYR,Syria,gcp,1990,413829546.9705882
SYR,Syria,gcp,1995,554174313.862069
SYR,Syria,gcp,2000,653953378.5588236
SYR,Syria,gcp,2005,920281268.4827586
SYR,Syria,gcp,NA,1369049737.0826447
SYR,Syria,pop,1990,3124734639.3235292
SYR,Syria,pop,1995,3042759552.4411764
SYR,Syria,pop,2000,3320475165.9411764
SYR,Syria,pop,2005,3410214547.970588
TCD,Chad,gcp,1990,7399526.583221366
TCD,Chad,gcp,1995,7955018.830982045
TCD,Chad,gcp,2000,8875023.09921097
TCD,Chad,gcp,2005,19088438.480840437
TCD,Chad,gcp,NA,39451835.76215606
TCD,Chad,pop,1990,2861115211.352
TCD,Chad,pop,1995,3259735165.8
TCD,Chad,pop,2000,3425067265.28
TCD,Chad,pop,2005,3469767712.376
TGO,Togo,gcp,1990,61552800
TGO,Togo,gcp,1995,63135594
TGO,Togo,gcp,2000,100881312.75
TGO,Togo,gcp,2005,117415546.25
TGO,Togo,gcp,NA,233162988.75
TGO,Togo,pop,1990,2640241839.5
TGO,Togo,pop,1995,2959277972.375
TGO,Togo,pop,2000,1946376599.375
TGO,Togo,pop,2005,3089002595.875
THA,Thailand,gcp,1990,632871129.785929
THA,Thailand,gcp,1995,983439175.5699892
THA,Thailand,gcp,2000,858666231.9269651
THA,Thailand,gcp,2005,1106525917.9333334
THA,Thailand,gcp,NA,1461274553.4166667
THA,Thailand,pop,1990,3753644410.703125
THA,Thailand,pop,1995,4077901893.015625
THA,Thailand,pop,2000,3521672671.171875
THA,Thailand,pop,2005,3573988933.578125
TJK,Tajikistan,gcp,1990,61036639.31034483
TJK,Tajikistan,gcp,1995,42547492.23076923
TJK,Tajikistan,gcp,2000,44206387.65384615
TJK,Tajikistan,gcp,2005,60574318.884615384
TJK,Tajikistan,gcp,NA,252024489.57943925
TJK,Tajikistan,pop,1990,3834514264.793103
TJK,Tajikistan,pop,1995,3878267949.37931
TJK,Tajikistan,pop,2000,3049870630.172414
TJK,Tajikistan,pop,2005,4113455726.586207
TKM,Turkmenistan,gcp,1990,85010802.36231884
TKM,Turkmenistan,gcp,1995,52811571.76119403
TKM,Turkmenistan,gcp,2000,77124593.31343284
TKM,Turkmenistan,gcp,2005,134429294.34375
TKM,Turkmenistan,gcp,NA,305120444.65680474
TKM,Turkmenistan,pop,1990,3930740365.115942
TKM,Turkmenistan,pop,1995,4123124306.6666665
TKM,Turkmenistan,pop,2000,3784124432.362319
TKM,Turkmenistan,pop,2005,3549255212.8985505
TLS,Timor-Leste,gcp,1990,1026085
TLS,Timor-Leste,gcp,1995,1497437
TLS,Timor-Leste,gcp,2000,1546195
TLS,Timor-Leste,gcp,2005,1939092
TLS,Timor-Leste,gcp,NA,3407625.25
TLS,Timor-Leste,pop,1990,2898358747
TLS,Timor-Leste,pop,1995,3060557492.3333335
TLS,Timor-Leste,pop,2000,3162750559.6666665
TLS,Timor-Leste,pop,2005,3661285657.3333335
TUN,Tunisia,gcp,1990,607002480.8947369
TUN,Tunisia,gcp,1995,706927134.5263158
TUN,Tunisia,gcp,2000,884914267.0526316
TUN,Tunisia,gcp,2005,1118689809.8947368
TUN,Tunisia,gcp,NA,1871547246.4714286
TUN,Tunisia,pop,1990,3918901242.2105265
TUN,Tunisia,pop,1995,3227456590.8421054
TUN,Tunisia,pop,2000,3482386134.0526314
TUN,Tunisia,pop,2005,3737338434.6842103
TUR,Turkey,gcp,1990,1358117452.2210526
TUR,Turkey,gcp,1995,1607194888.7717392
TUR,Turkey,gcp,2000,1882132272.0108695
TUR,Turkey,gcp,2005,2205006972.389474
TUR,Turkey,gcp,NA,2689119646.5855613
TUR,Turkey,pop,1990,4023235716.1368423
TUR,Turkey,pop,1995,3946496780.4
TUR,Turkey,pop,2000,3940934437.2
TUR,Turkey,pop,2005,3797013239.9157896
TWN,Taiwan,gcp,1990,1510268713.5
TWN,Taiwan,gcp,NA,4811190854
TWN,Taiwan,pop,1990,2196375.5
TWN,Taiwan,pop,1995,2196375.5
TWN,Taiwan,pop,2000,2196375.5
TWN,Taiwan,pop,2005,2498058631
TZA,Tanzania,gcp,1990,87794789.12716779
TZA,Tanzania,gcp,1995,98026531.04651164
TZA,Tanzania,gcp,2000,106150031.1627907
TZA,Tanzania,gcp,2005,140852993.20930234
TZA,Tanzania,gcp,NA,310563585.75872093
TZA,Tanzania,pop,1990,3820491152.9069767
TZA,Tanzania,pop,1995,3903688580.5
TZA,Tanzania,pop,2000,3839514171.4302325
TZA,Tanzania,pop,2005,3573459126.372093
UGA,Uganda,gcp,1990,91808144.11764705
UGA,Uganda,gcp,1995,85690401.02941176
UGA,Uganda,gcp,2000,166189531.32352942
UGA,Uganda,gcp,2005,224829811.20588234
UGA,Uganda,gcp,NA,395132403.2867647
UGA,Uganda,pop,1990,3759846413.2941175
UGA,Uganda,pop,1995,2895571947.7352943
UGA,Uganda,pop,2000,3344381115.2352943
UGA,Uganda,pop,2005,3653069764.0588236
UKR,Ukraine,gcp,1990,729335451.52
UKR,Ukraine,gcp,1995,347556466.47
UKR,Ukraine,gcp,2000,310609449.35
UKR,Ukraine,gcp,2005,440731212.79
UKR,Ukraine,gcp,NA,1805115472.285
UKR,Ukraine,pop,1990,3771108155.23
UKR,Ukraine,pop,1995,3845941009.42
UKR,Ukraine,pop,2000,3899392139.37
UKR,Ukraine,pop,2005,3523714566.26
URY,Uruguay,gcp,1990,268389670.375
URY,Uruguay,gcp,1995,279863479.5833333
URY,Uruguay,gcp,2000,358030608.0833333
URY,Uruguay,gcp,2005,348740105.4166667
URY,Uruguay,gcp,NA,366858818.40625
URY,Uruguay,pop,1990,4947216984.833333
URY,Uruguay,pop,1995,5322799271.5
URY,Uruguay,pop,2000,4709093260.25
URY,Uruguay,pop,2005,4324264087.25
USA,United States,gcp,1990,1483504358.0735128
USA,United States,gcp,1995,1450422281.728776
USA,United States,gcp,2000,1545966495.215451
USA,United States,gcp,2005,1700816172.9639394
USA,United States,gcp,NA,1558547142.1435564
USA,United States,pop,1990,3537693748.8830256
USA,United States,pop,1995,3546254289.292876
USA,United States,pop,2000,3574651858.9700966
USA,United States,pop,2005,3583333569.927001
UZB,Uzbekistan,gcp,1990,94631810.33341767
UZB,Uzbekistan,gcp,1995,90846240.1233178
UZB,Uzbekistan,gcp,2000,117086550.05133714
UZB,Uzbekistan,gcp,2005,194307516.4827586
UZB,Uzbekistan,gcp,NA,351557709.3789474
UZB,Uzbekistan,pop,1990,3556064860.064935
UZB,Uzbekistan,pop,1995,3588817721.5194807
UZB,Uzbekistan,pop,2000,3745034392.6883116
UZB,Uzbekistan,pop,2005,3417355092.6493506
VEN,Venezuela,gcp,1990,598595836.2996808
VEN,Venezuela,gcp,1995,632031657.0550531
VEN,Venezuela,gcp,2000,771517761.9634393
VEN,Venezuela,gcp,2005,893378924.0362989
VEN,Venezuela,gcp,NA,1134019705.3701942
VEN,Venezuela,pop,1990,3753573757.6989245
VEN,Venezuela,pop,1995,3428705511.8494625
VEN,Venezuela,pop,2000,3472125832.0215054
VEN,Venezuela,pop,2005,3856179461.7419353
VNM,Vietnam,gcp,1990,353288602.4722222
VNM,Vietnam,gcp,1995,530054431.1111111
VNM,Vietnam,gcp,2000,653349205.3055556
VNM,Vietnam,gcp,2005,1087150038.75
VNM,Vietnam,gcp,NA,1345787192.6666667
VNM,Vietnam,pop,1990,4213733565.361111
VNM,Vietnam,pop,1995,4579485621.25
VNM,Vietnam,pop,2000,4268829351.1944447
VNM,Vietnam,pop,2005,4011928340.9166665
VUT,Vanuatu,gcp,1990,5503005
VUT,Vanuatu,gcp,1995,6467221
VUT,Vanuatu,gcp,2000,7663034
VUT,Vanuatu,gcp,2005,803631
