iso_a3,year,parfam,vote_sum,seat_sum,n_parties,vote_total,seat_total,vote_rel,seat_rel
ARG,2013,20,33.15,51.36186770428015,2,54.53,72.37354085603113,60.79222446359802,70.96774193548386
ARG,2013,30,21.38,21.011673151750973,1,54.53,72.37354085603113,39.20777553640198,29.03225806451613
ARG,2015,20,0,59.23076923076923,2,0,95.38461538461539,NA,62.09677419354839
ARG,2015,60,0,36.15384615384615,1,0,95.38461538461539,NA,37.90322580645161
ARG,2019,20,0,49.23076923076923,1,0,94.61538461538463,NA,52.03252032520325
ARG,2019,30,0,2.307692307692308,1,0,94.61538461538463,NA,2.4390243902439024
ARG,2019,60,0,43.07692307692308,1,0,94.61538461538463,NA,45.52845528455284
ARM,1995,20,12.445,3.684210526315789,1,87.168,74.73684210526315,14.277028267254037,4.929577464788732
ARM,1995,40,57.359,66.84210526315789,3,87.168,74.73684210526315,65.80281754772393,89.43661971830987
ARM,1995,95,17.364,4.2105263157894735,1,87.168,74.73684210526315,19.920154185022025,5.633802816901409
ARM,1999,20,12.303,7.633587786259542,1,81.355,75.57251908396947,15.122610779915188,10.1010101010101
ARM,1999,30,7.962,6.106870229007633,1,81.355,75.57251908396947,9.786737139696392,8.08080808080808
ARM,1999,40,10.626999999999999,9.16030534351145,2,81.355,75.57251908396947,13.062503841189844,12.12121212121212
ARM,1999,60,42.359,47.32824427480916,1,81.355,75.57251908396947,52.06686743285601,62.62626262626262
ARM,1999,70,8.104,5.343511450381679,1,81.355,75.57251908396947,9.96128080634257,7.070707070707071
ARM,2003,30,17.122,12.977099236641221,2,76.007,70.22900763358778,22.526872524899023,18.478260869565215
ARM,2003,40,26.312,25.19083969465649,2,76.007,70.22900763358778,34.617864144091996,35.869565217391305
ARM,2003,60,32.573,32.06106870229007,2,76.007,70.22900763358778,42.855263331008985,45.65217391304348
ARM,2007,30,13.164,12.213740458015266,1,75.255,92.36641221374046,17.492525413593782,13.223140495867767
ARM,2007,40,13.051,12.213740458015266,2,75.255,92.36641221374046,17.34236927778885,13.223140495867767
ARM,2007,60,49.04,67.93893129770993,2,75.255,92.36641221374046,65.16510530861737,73.55371900826447
ARM,2012,30,5.68,3.816793893129771,1,98.37800000000001,98.47328244274809,5.773648579967065,3.8759689922480622
ARM,2012,40,18.393,13.740458015267174,3,98.37800000000001,98.47328244274809,18.696253227347576,13.953488372093023
ARM,2012,60,74.305,80.91603053435114,2,98.37800000000001,98.47328244274809,75.53009819268536,82.17054263565892
ARM,2017,30,6.577,6.666666666666667,1,90.872,100,7.237652962408664,6.666666666666668
ARM,2017,40,35.13,38.095238095238095,2,90.872,100,38.658772779293955,38.095238095238095
ARM,2017,60,49.165,55.23809523809524,1,90.872,100,54.103574258297385,55.23809523809524
ARM,2018,40,76.815,80.3030303030303,2,85.078,100,90.28773595994264,80.3030303030303
ARM,2018,60,8.263,19.696969696969695,1,85.078,100,9.712264040057358,19.696969696969695
ARM,2021,30,21.106,27.102803738317753,1,84.221,100,25.060258130395034,27.102803738317753
ARM,2021,40,53.944,66.35514018691589,1,84.221,100,64.05053371486922,66.35514018691589
ARM,2021,60,9.171,6.5420560747663545,2,84.221,100,10.889208154735753,6.5420560747663545
AUS,1946,30,49.714,58.108108108108105,1,93.366,97.29729729729729,53.24636377267956,59.72222222222223
AUS,1946,60,32.288,22.972972972972975,1,93.366,97.29729729729729,34.582181950603,23.611111111111114
AUS,1946,80,11.364,16.216216216216218,1,93.366,97.29729729729729,12.171454276717435,16.666666666666668
AUS,1949,30,45.98,38.84297520661157,1,96.24,100,47.776392352452206,38.84297520661157
AUS,1949,60,39.393,45.45454545454545,1,96.24,100,40.932044887780556,45.45454545454545
AUS,1949,80,10.867,15.702479338842975,1,96.24,100,11.291562759767249,15.702479338842975
AUS,1951,30,47.632,42.97520661157025,1,97.973,100,48.61747624345483,42.97520661157025
AUS,1951,60,40.623,42.97520661157025,1,97.973,100,41.46346442387188,42.97520661157025
AUS,1951,80,9.718,14.049586776859504,1,97.973,100,9.919059332673287,14.049586776859506
AUS,1954,30,50.032,47.107438016528924,1,97.09899999999999,100,51.52679224296852,47.107438016528924
AUS,1954,60,38.549,38.84297520661157,1,97.09899999999999,100,39.70071782407646,38.84297520661157
AUS,1954,80,8.518,14.049586776859504,1,97.09899999999999,100,8.772489932955027,14.049586776859506
AUS,1955,30,49.798,38.52459016393443,2,97.435,100,51.10894442448812,38.52459016393443
AUS,1955,60,39.733,46.72131147540984,1,97.435,100,40.77898085903423,46.72131147540984
AUS,1955,80,7.904,14.754098360655737,1,97.435,100,8.112074716477652,14.754098360655737
AUS,1958,30,50.618,36.885245901639344,2,97.169,100,52.09274562874992,36.885245901639344
AUS,1958,60,37.232,47.540983606557376,1,97.169,100,38.31674711070403,47.540983606557376
AUS,1958,80,9.319,15.573770491803279,1,97.169,100,9.59050726054606,15.57377049180328
AUS,1961,30,55.517,49.18032786885246,2,97.61,100,56.87634463682001,49.18032786885246
AUS,1961,60,33.582,36.885245901639344,1,97.61,100,34.40426185841615,36.885245901639344
AUS,1961,80,8.511,13.934426229508196,1,97.61,100,8.719393504763856,13.934426229508198
AUS,1963,30,52.909,40.98360655737705,2,98.945,100,53.47314164434787,40.98360655737705
AUS,1963,60,37.095,42.62295081967213,1,98.945,100,37.490525039163174,42.62295081967213
AUS,1963,80,8.941,16.39344262295082,1,98.945,100,9.036333316488959,16.39344262295082
AUS,1966,30,47.291000000000004,33.064516129032256,2,97.274,99.19354838709677,48.616279786993445,33.33333333333333
AUS,1966,60,40.141,49.193548387096776,1,97.274,99.19354838709677,41.265908670353845,49.59349593495936
AUS,1966,80,9.842,16.93548387096774,1,97.274,99.19354838709677,10.117811542652714,17.073170731707314
AUS,1969,30,52.971000000000004,47.199999999999996,2,96.301,100,55.00565933894768,47.2
AUS,1969,60,34.772,36.8,1,96.301,100,36.10762089697926,36.8
AUS,1969,80,8.558,16,1,96.301,100,8.886719764073062,16
AUS,1972,30,54.839,53.6,2,96.316,100,56.93654221520827,53.6
AUS,1972,60,32.042,30.4,1,96.316,100,33.267577557207524,30.4
AUS,1972,80,9.435,16,1,96.316,100,9.795880227584203,16
AUS,1974,30,50.725,51.96850393700787,2,95.63300000000001,100,53.04131419070822,51.96850393700786
AUS,1974,60,34.947,31.496062992125985,1,95.63300000000001,100,36.54282517541016,31.496062992125985
AUS,1974,80,9.961,16.535433070866144,1,95.63300000000001,100,10.415860633881609,16.535433070866144
AUS,1975,30,44.161,28.346456692913385,2,97.21000000000001,100,45.42845386277132,28.346456692913385
AUS,1975,60,41.799,53.54330708661418,1,97.21000000000001,100,42.99866268902375,53.54330708661418
AUS,1975,80,11.25,18.11023622047244,1,97.21000000000001,100,11.572883448204916,18.11023622047244
AUS,1977,30,41.075,30.64516129032258,2,89.18100000000001,100,46.05801684215247,30.64516129032258
AUS,1977,60,38.091,54.03225806451613,1,89.18100000000001,100,42.712012648434076,54.03225806451613
AUS,1977,80,10.015,15.32258064516129,1,89.18100000000001,100,11.22997050941344,15.32258064516129
AUS,1980,30,45.145,40.8,1,91.435,100,49.37387214961448,40.8
AUS,1980,60,37.427,43.2,1,91.435,100,40.93290315524689,43.2
AUS,1980,80,8.863,16,1,91.435,100,9.693224695138623,16
AUS,1983,30,49.483,60,1,93.047,100,53.180650638924405,60
AUS,1983,60,34.357,26.400000000000002,1,93.047,100,36.924350059647274,26.4
AUS,1983,80,9.207,13.600000000000001,1,93.047,100,9.894999301428312,13.600000000000001
AUS,1984,30,47.549,55.4054054054054,1,92.57,99.32432432432432,51.36545317057362,55.78231292517006
AUS,1984,60,34.39,29.72972972972973,1,92.57,99.32432432432432,37.15026466457816,29.931972789115648
AUS,1984,80,10.631,14.18918918918919,1,92.57,99.32432432432432,11.484282164848223,14.285714285714286
AUS,1987,30,45.831,58.108108108108105,1,91.674,100,49.99345506904902,58.108108108108105
AUS,1987,60,34.319,29.054054054054053,1,91.674,100,37.43591421777167,29.054054054054053
AUS,1987,80,11.524,12.837837837837837,1,91.674,100,12.570630713179307,12.837837837837837
AUS,1990,30,50.692,52.702702702702695,2,93.87,99.32432432432432,54.00234366677319,53.061224489795904
AUS,1990,60,34.758,37.16216216216216,1,93.87,99.32432432432432,37.02780441035475,37.414965986394556
AUS,1990,80,8.42,9.45945945945946,1,93.87,99.32432432432432,8.969851922872056,9.523809523809524
AUS,1993,30,44.923,54.421768707483,1,89.188,98.63945578231292,50.368883706328205,55.17241379310345
AUS,1993,60,37.098,33.33333333333333,1,89.188,98.63945578231292,41.59528187648562,33.79310344827586
AUS,1993,80,7.167,10.884353741496598,1,89.188,98.63945578231292,8.035834417186168,11.034482758620689
AUS,1996,30,45.513000000000005,33.108108108108105,2,92.449,96.62162162162161,49.230386483358394,34.26573426573427
AUS,1996,60,38.73,51.35135135135135,1,92.449,96.62162162162161,41.89336823545955,53.14685314685315
AUS,1996,80,8.206,12.162162162162163,1,92.449,96.62162162162161,8.876245281182056,12.587412587412588
AUS,1998,30,45.230000000000004,45.27027027027027,2,84.73,99.32432432432432,53.381328927180455,45.578231292517
AUS,1998,60,34.21,43.24324324324324,1,84.73,99.32432432432432,40.37530980762422,43.53741496598639
AUS,1998,80,5.29,10.81081081081081,1,84.73,99.32432432432432,6.243361265195326,10.884353741496598
AUS,2001,30,43.242000000000004,43.333333333333336,2,85.929,98,50.32294103271306,44.21768707482994
AUS,2001,60,37.075,46,1,85.929,98,43.146085721933225,46.93877551020408
AUS,2001,80,5.612,8.666666666666668,1,85.929,98,6.530973245353723,8.843537414965986
AUS,2004,10,7.19,0,1,91.531,98,7.855262151620762,0
AUS,2004,30,37.636,40,1,91.531,98,41.118309643727265,40.816326530612244
AUS,2004,60,40.813,50,1,91.531,98,44.589264839234794,51.02040816326531
AUS,2004,80,5.892,8,1,91.531,98,6.437163365417181,8.16326530612245
AUS,2007,10,7.792,0,1,93.277,98.66666666666667,8.353613430963687,0
AUS,2007,30,43.383,55.333333333333336,1,93.277,98.66666666666667,46.50985773556182,56.08108108108109
AUS,2007,60,36.607,36.666666666666664,1,93.277,98.66666666666667,39.24547316058621,37.16216216216216
AUS,2007,80,5.495,6.666666666666667,1,93.277,98.66666666666667,5.891055672888279,6.756756756756757
AUS,2010,10,11.764,0.6666666666666667,1,93.361,97.33333333333334,12.60055055108664,0.684931506849315
AUS,2010,30,37.988,48,1,93.361,97.33333333333334,40.68936708047257,49.31506849315068
AUS,2010,60,39.572,43.333333333333336,2,93.361,97.33333333333334,42.386007005066354,44.52054794520548
AUS,2010,80,4.037,5.333333333333334,1,93.361,97.33333333333334,4.324075363374428,5.47945205479452
AUS,2013,10,8.65,0.6666666666666667,1,94.113,98.66666666666667,9.19107880951622,0.6756756756756757
AUS,2013,30,33.383,36.666666666666664,1,94.113,98.66666666666667,35.47118888995144,37.16216216216216
AUS,2013,40,5.49,0.6666666666666667,1,94.113,98.66666666666667,5.833413024768098,0.6756756756756757
AUS,2013,60,41.259,54,3,94.113,98.66666666666667,43.83985209269707,54.729729729729726
AUS,2013,70,1.039,0.6666666666666667,1,94.113,98.66666666666667,1.1039920096054743,0.6756756756756757
AUS,2013,80,4.292,6,1,94.113,98.66666666666667,4.56047517346169,6.081081081081081
AUS,2016,10,10.233,0.6666666666666667,1,89.153,98.66666666666667,11.478020930310814,0.6756756756756757
AUS,2016,30,34.726,46,1,89.153,98.66666666666667,38.95101679135867,46.62162162162162
AUS,2016,60,37.195,44,2,89.153,98.66666666666667,41.720413222213494,44.59459459459459
AUS,2016,70,0.538,0.6666666666666667,1,89.153,98.66666666666667,0.6034569784527722,0.6756756756756757
AUS,2016,80,4.612,6.666666666666667,1,89.153,98.66666666666667,5.173129339450158,6.756756756756757
AUS,2016,95,1.849,0.6666666666666667,1,89.153,98.66666666666667,2.0739627382140813,0.6756756756756757
AUS,2019,10,10.4039999458375,0.6622516556291391,1,85.73248488973832,98.01324503311258,12.135423298669368,0.6756756756756758
AUS,2019,30,33.3405526670036,45.033112582781456,1,85.73248488973832,98.01324503311258,38.88905437639341,45.94594594594595
AUS,2019,60,36.66358599668168,44.37086092715232,2,85.73248488973832,98.01324503311258,42.76510361718222,45.27027027027028
AUS,2019,70,0.489258943467005,0.6622516556291391,1,85.73248488973832,98.01324503311258,0.5706809316168164,0.6756756756756758
AUS,2019,80,4.50582538487503,6.622516556291391,1,85.73248488973832,98.01324503311258,5.255680376779038,6.756756756756757
AUS,2019,95,0.329261951873494,0.6622516556291391,1,85.73248488973832,98.01324503311258,0.3840573993591369,0.6756756756756758
AUS,2022,10,12.2517214972165,2.6490066225165565,1,80.96059756155954,93.37748344370861,15.13294351354155,2.8368794326241136
AUS,2022,30,32.5807784710624,50.993377483443716,1,80.96059756155954,93.37748344370861,40.242759382166305,54.6099290780142
AUS,2022,60,31.893134626396442,31.788079470198674,2,80.96059756155954,93.37748344370861,39.39340319486407,34.042553191489354
AUS,2022,70,0.381082201688214,0.6622516556291391,1,80.96059756155954,93.37748344370861,0.4707008262858395,0.7092198581560284
AUS,2022,80,3.60488768638496,6.622516556291391,1,80.96059756155954,93.37748344370861,4.452644613503418,7.092198581560284
AUS,2022,95,0.248993078811016,0.6622516556291391,1,80.96059756155954,93.37748344370861,0.3075484696388149,0.7092198581560284
AUT,1949,30,38.713,40.60606060606061,1,94.41199999999999,96.96969696969697,41.00432148455705,41.87500000000001
AUT,1949,50,44.032,46.666666666666664,1,94.41199999999999,96.96969696969697,46.638139219590734,48.12499999999999
AUT,1949,70,11.667,9.696969696969697,1,94.41199999999999,96.96969696969697,12.357539295852224,10
AUT,1953,30,42.108,44.24242424242424,1,94.314,97.57575757575758,44.64660601819454,45.3416149068323
AUT,1953,50,41.257,44.84848484848485,1,94.314,97.57575757575758,43.7443009521386,45.962732919254655
AUT,1953,70,10.949,8.484848484848486,1,94.314,97.57575757575758,11.609093029666859,8.695652173913045
AUT,1956,30,43.045,44.84848484848485,1,95.522,98.18181818181819,45.06291744310211,45.67901234567901
AUT,1956,50,45.957,49.696969696969695,1,95.522,98.18181818181819,48.11142982768367,50.617283950617285
AUT,1956,70,6.52,3.6363636363636362,1,95.522,98.18181818181819,6.825652729214212,3.7037037037037033
AUT,1959,30,44.786,47.27272727272727,1,96.682,100,46.32299704184854,47.27272727272727
AUT,1959,50,44.192,47.878787878787875,1,96.682,100,45.70861173744854,47.87878787878788
AUT,1959,70,7.704,4.848484848484849,1,96.682,100,7.968391220702922,4.848484848484849
AUT,1962,30,44,46.06060606060606,1,96.476,100,45.60719764501016,46.06060606060606
AUT,1962,50,45.432,49.09090909090909,1,96.476,100,47.091504622911394,49.09090909090909
AUT,1962,70,7.044,4.848484848484849,1,96.476,100,7.301297732078444,4.848484848484849
AUT,1966,30,42.565,44.84848484848485,1,96.267,100,44.21556712061246,44.84848484848485
AUT,1966,50,48.349,51.515151515151516,1,96.267,100,50.22385656559361,51.51515151515152
AUT,1966,70,5.353,3.6363636363636362,1,96.267,100,5.560576313793927,3.6363636363636362
AUT,1970,30,48.42,49.09090909090909,1,98.63600000000001,100,49.089581897076116,49.09090909090909
AUT,1970,50,44.694,47.878787878787875,1,98.63600000000001,100,45.312056449977696,47.87878787878788
AUT,1970,70,5.522,3.0303030303030303,1,98.63600000000001,100,5.598361652946186,3.03030303030303
AUT,1971,30,50.037,50.81967213114754,1,98.604,100,50.74540586588779,50.81967213114754
AUT,1971,50,43.114,43.71584699453552,1,98.604,100,43.724392519573236,43.71584699453551
AUT,1971,70,5.453,5.46448087431694,1,98.604,100,5.5302016145389645,5.464480874316939
AUT,1975,30,50.422,50.81967213114754,1,98.77499999999999,100,51.0473297899266,50.81967213114754
AUT,1975,50,42.946,43.71584699453552,1,98.77499999999999,100,43.478613009364715,43.71584699453551
AUT,1975,70,5.407,5.46448087431694,1,98.77499999999999,100,5.474057200708682,5.464480874316939
AUT,1979,30,51.028,51.91256830601093,1,98.995,100.00000000000001,51.546037678670636,51.912568306010925
AUT,1979,50,41.904,42.07650273224044,1,98.995,100.00000000000001,42.329410576291735,42.076502732240435
AUT,1979,70,6.063,6.0109289617486334,1,98.995,100.00000000000001,6.1245517450376274,6.010928961748633
AUT,1983,30,47.647,49.18032786885246,1,95.852,100,49.70892626131953,49.18032786885246
AUT,1983,50,43.223,44.26229508196721,1,95.852,100,45.09347744439344,44.26229508196721
AUT,1983,70,4.982,6.557377049180328,1,95.852,100,5.197596294287026,6.557377049180328
AUT,1986,10,4.823,4.371584699453552,1,98.964,100,4.8734893496625045,4.371584699453552
AUT,1986,30,43.115,43.71584699453552,1,98.964,100,43.56634735863546,43.71584699453551
AUT,1986,50,41.294,42.07650273224044,1,98.964,100,41.72628430540398,42.07650273224044
AUT,1986,70,9.732,9.836065573770492,1,98.964,100,9.833878986298048,9.836065573770492
AUT,1990,10,4.784,5.46448087431694,1,96.264,100,4.969666749771462,5.464480874316939
AUT,1990,30,42.781,43.71584699453552,1,96.264,100,44.44132801462644,43.71584699453551
AUT,1990,50,32.064,32.78688524590164,1,96.264,100,33.308401894789334,32.78688524590164
AUT,1990,70,16.635,18.0327868852459,1,96.264,100,17.280603340812767,18.0327868852459
AUT,1994,10,7.307,7.103825136612022,1,98.359,100,7.428908386624509,7.103825136612022
AUT,1994,30,34.918,35.51912568306011,1,98.359,100,35.50056425949837,35.51912568306011
AUT,1994,40,5.97,6.0109289617486334,1,98.359,100,6.069602171636556,6.0109289617486334
AUT,1994,50,27.667,28.415300546448087,1,98.359,100,28.128590164601107,28.415300546448087
AUT,1994,70,22.497,22.950819672131146,1,98.359,100,22.872335017639465,22.950819672131146
AUT,1995,10,4.815,4.918032786885246,1,98.563,100,4.885200328723761,4.918032786885246
AUT,1995,30,38.059,38.79781420765027,1,98.563,100,38.61388147682192,38.79781420765027
AUT,1995,40,5.513,5.46448087431694,1,98.563,100,5.5933768249748885,5.464480874316939
AUT,1995,50,28.291,28.96174863387978,1,98.563,100,28.70346884733622,28.96174863387978
AUT,1995,70,21.885,21.85792349726776,1,98.563,100,22.204072522143196,21.857923497267755
AUT,1999,10,7.4,7.650273224043716,1,94.42,100,7.837322601143826,7.650273224043716
AUT,1999,30,33.2,35.51912568306011,1,94.42,100,35.162041940266896,35.51912568306011
AUT,1999,50,26.91,28.415300546448087,1,94.42,100,28.50031772929464,28.415300546448087
AUT,1999,70,26.91,28.415300546448087,1,94.42,100,28.50031772929464,28.415300546448087
AUT,2002,10,9.47,9.289617486338798,1,98.85199999999999,100,9.57997814915227,9.289617486338798
AUT,2002,20,0.562,0,1,98.85199999999999,100,0.5685266863594061,0
AUT,2002,30,36.51,37.704918032786885,1,98.85199999999999,100,36.93400234694291,37.704918032786885
AUT,2002,50,42.3,43.169398907103826,1,98.85199999999999,100,42.791243475094085,43.169398907103826
AUT,2002,70,10.01,9.836065573770492,1,98.85199999999999,100,10.126249342451343,9.836065573770492
AUT,2006,10,11.05,11.475409836065573,1,95.87,100,11.526024825284239,11.475409836065573
AUT,2006,30,35.34,37.15846994535519,1,95.87,100,36.86241785751539,37.15846994535519
AUT,2006,50,34.33,36.0655737704918,1,95.87,100,35.80890789610931,36.0655737704918
AUT,2006,70,15.149999999999999,15.300546448087431,2,95.87,100,15.802649421091058,15.30054644808743
AUT,2008,10,10.43,10.92896174863388,1,94.67,100,11.017217703601986,10.928961748633878
AUT,2008,20,0.76,0,1,94.67,100,0.802788634203021,0
AUT,2008,30,29.26,31.147540983606557,1,94.67,100,30.90736241681631,31.14754098360656
AUT,2008,50,25.98,27.86885245901639,1,94.67,100,27.442695679729585,27.868852459016395
AUT,2008,70,28.24,30.05464480874317,2,94.67,100,29.829935565649098,30.05464480874317
AUT,2013,10,12.416,13.114754098360656,1,94.42099999999999,100,13.149617140254819,13.114754098360656
AUT,2013,30,26.819,28.415300546448087,1,94.42099999999999,100,28.403639020980506,28.415300546448087
AUT,2013,40,4.964,4.918032786885246,1,94.42099999999999,100,5.257305048665022,4.918032786885246
AUT,2013,50,23.991,25.683060109289617,1,94.42099999999999,100,25.408542591160867,25.683060109289617
AUT,2013,70,20.506,21.85792349726776,1,94.42099999999999,100,21.717626375488503,21.857923497267755
AUT,2013,95,5.725,6.0109289617486334,1,94.42099999999999,100,6.063269823450292,6.0109289617486334
AUT,2017,10,8.209,4.371584699453552,2,97.8,100,8.393660531697341,4.371584699453552
AUT,2017,30,26.859,28.415300546448087,1,97.8,100,27.463190184049083,28.415300546448087
AUT,2017,40,5.296,5.46448087431694,1,97.8,100,5.415132924335379,5.464480874316939
AUT,2017,50,31.47,33.87978142076503,1,97.8,100,32.17791411042945,33.87978142076503
AUT,2017,70,25.966,27.86885245901639,1,97.8,100,26.550102249488752,27.868852459016395
AUT,2019,10,13.9,14.207650273224044,1,96.815,100,14.357279347208594,14.207650273224044
AUT,2019,30,21.181,21.85792349726776,1,96.815,100,21.877808190879513,21.857923497267755
AUT,2019,40,8.103,8.19672131147541,1,96.815,100,8.369570830966275,8.19672131147541
AUT,2019,50,37.457,38.79781420765027,1,96.815,100,38.68925269844549,38.79781420765027
AUT,2019,70,16.174,16.939890710382514,1,96.815,100,16.70608893250013,16.939890710382514
AZE,1995,20,66.118,43.54838709677419,1,90.453,51.61290322580645,73.09652526726586,84.37500000000001
AZE,1995,40,14.489,4.838709677419354,2,90.453,51.61290322580645,16.018263628624812,9.375
AZE,1995,70,9.846,3.225806451612903,1,90.453,51.61290322580645,10.885211104109317,6.25
AZE,2000,20,68.6,61.6,2,89.89999999999999,70.4,76.30700778642937,87.5
AZE,2000,40,11,4.8,1,89.89999999999999,70.4,12.235817575083427,6.8181818181818175
AZE,2000,70,10.3,4,2,89.89999999999999,70.4,11.45717463848721,5.681818181818182
BEL,1946,30,32.85,34.15841584158416,1,84.628,88.11881188118812,38.816940019851586,38.764044943820224
BEL,1946,40,9.24,8.415841584158416,1,84.628,88.11881188118812,10.918372169967387,9.55056179775281
BEL,1946,50,42.538,45.54455445544555,1,84.628,88.11881188118812,50.264687810181016,51.68539325842697
BEL,1949,30,29.747,31.132075471698112,1,88.545,94.33962264150944,33.595346998701224,33
BEL,1949,40,15.249,13.679245283018867,1,88.545,94.33962264150944,17.221751651702526,14.5
BEL,1949,50,43.549,49.528301886792455,1,88.545,94.33962264150944,49.18290134959624,52.5
